DateTime,open,high,low,close,Volume,Date,Time
2022-10-20 14:55:00,5.0,5.05,4.4,4.75,2811850,2022-10-20,14:55:00
2022-10-20 14:56:00,4.8,5.3,2.85,2.85,5821200,2022-10-20,14:56:00
2022-10-20 14:57:00,3.05,3.05,2.15,2.4,6841050,2022-10-20,14:57:00
2022-10-20 14:58:00,2.45,3.25,2.4,2.9,3799050,2022-10-20,14:58:00
2022-10-20 14:59:00,3.0,3.1,2.5,2.75,3041450,2022-10-20,14:59:00
2022-10-20 15:00:00,2.95,3.1,1.1,1.95,5966050,2022-10-20,15:00:00
2022-10-20 15:01:00,1.7,2.85,1.5,1.55,6473400,2022-10-20,15:01:00
2022-10-20 15:02:00,1.55,1.55,0.9,0.95,5151600,2022-10-20,15:02:00
2022-10-20 15:03:00,0.9,0.95,0.65,0.75,5253450,2022-10-20,15:03:00
2022-10-20 15:04:00,0.75,0.75,0.5,0.55,4619750,2022-10-20,15:04:00
2022-10-20 15:05:00,0.55,0.6,0.4,0.5,3835300,2022-10-20,15:05:00
2022-10-20 15:06:00,0.45,0.45,0.3,0.3,3667050,2022-10-20,15:06:00
2022-10-20 15:07:00,0.3,0.4,0.3,0.3,2839750,2022-10-20,15:07:00
2022-10-20 15:08:00,0.35,0.35,0.25,0.3,2309650,2022-10-20,15:08:00
2022-10-20 15:09:00,0.35,0.35,0.25,0.35,1831900,2022-10-20,15:09:00
2022-10-20 15:10:00,0.3,0.35,0.25,0.35,2156950,2022-10-20,15:10:00
2022-10-20 15:11:00,0.3,0.5,0.3,0.45,1943100,2022-10-20,15:11:00
2022-10-20 15:12:00,0.4,0.45,0.3,0.3,2052650,2022-10-20,15:12:00
2022-10-20 15:13:00,0.35,0.4,0.25,0.25,2207900,2022-10-20,15:13:00
2022-10-20 15:14:00,0.25,0.3,0.2,0.25,2430400,2022-10-20,15:14:00
2022-10-20 15:15:00,0.2,0.25,0.15,0.2,2694600,2022-10-20,15:15:00
2022-10-20 15:16:00,0.25,0.25,0.1,0.1,2478150,2022-10-20,15:16:00
2022-10-20 15:17:00,0.1,0.2,0.1,0.15,1681150,2022-10-20,15:17:00
2022-10-20 15:18:00,0.2,0.2,0.1,0.15,962050,2022-10-20,15:18:00
2022-10-20 15:19:00,0.1,0.15,0.1,0.1,1198350,2022-10-20,15:19:00
2022-10-20 15:20:00,0.15,0.15,0.1,0.1,1089500,2022-10-20,15:20:00
2022-10-20 15:21:00,0.1,0.15,0.1,0.15,1180700,2022-10-20,15:21:00
2022-10-20 15:22:00,0.15,0.15,0.1,0.1,662100,2022-10-20,15:22:00
2022-10-20 15:23:00,0.1,0.15,0.1,0.1,580100,2022-10-20,15:23:00
2022-10-20 15:24:00,0.15,0.15,0.1,0.1,581200,2022-10-20,15:24:00
2022-10-20 15:25:00,0.15,0.15,0.1,0.1,889800,2022-10-20,15:25:00
2022-10-20 15:26:00,0.1,0.15,0.1,0.1,692550,2022-10-20,15:26:00
2022-10-20 15:27:00,0.1,0.15,0.05,0.05,474150,2022-10-20,15:27:00
2022-10-20 15:28:00,0.1,0.1,0.05,0.05,946700,2022-10-20,15:28:00
2022-10-20 15:29:00,0.1,0.1,0.05,0.05,1128800,2022-10-20,15:29:00
2022-10-20 15:30:00,0.05,0.05,0.05,0.05,109500,2022-10-20,15:30:00
