DateTime,open,high,low,close,Volume,Date,Time
2022-10-13 10:26:00,10.0,10.35,9.6,10.35,508025,2022-10-13,10:26:00
2022-10-13 10:27:00,10.4,10.75,10.3,10.4,355850,2022-10-13,10:27:00
2022-10-13 10:28:00,10.45,10.6,10.3,10.35,219950,2022-10-13,10:28:00
2022-10-13 10:29:00,10.35,10.35,9.4,9.75,389625,2022-10-13,10:29:00
2022-10-13 10:30:00,9.85,10.0,9.1,10.0,511125,2022-10-13,10:30:00
2022-10-13 10:31:00,10.0,10.4,9.65,10.4,399300,2022-10-13,10:31:00
2022-10-13 10:32:00,10.45,10.5,9.55,9.55,369225,2022-10-13,10:32:00
2022-10-13 10:33:00,9.5,10.2,9.3,9.9,343950,2022-10-13,10:33:00
2022-10-13 10:34:00,9.85,10.3,9.75,10.05,302200,2022-10-13,10:34:00
2022-10-13 10:35:00,9.9,10.8,9.75,10.65,310375,2022-10-13,10:35:00
2022-10-13 10:36:00,10.75,11.1,10.65,10.95,329425,2022-10-13,10:36:00
2022-10-13 10:37:00,10.95,11.05,10.15,10.8,301150,2022-10-13,10:37:00
2022-10-13 10:38:00,10.7,10.7,10.0,10.5,256275,2022-10-13,10:38:00
2022-10-13 10:39:00,10.45,10.7,10.2,10.55,320250,2022-10-13,10:39:00
2022-10-13 10:40:00,10.55,11.15,10.45,10.55,366225,2022-10-13,10:40:00
2022-10-13 10:41:00,10.5,11.4,10.45,10.9,214950,2022-10-13,10:41:00
2022-10-13 10:42:00,10.95,11.25,10.75,11.1,180500,2022-10-13,10:42:00
2022-10-13 10:43:00,11.0,11.0,10.6,10.85,158625,2022-10-13,10:43:00
2022-10-13 10:44:00,10.9,11.1,10.6,11.0,334700,2022-10-13,10:44:00
2022-10-13 10:45:00,10.95,11.3,10.8,11.15,337550,2022-10-13,10:45:00
2022-10-13 10:46:00,11.15,11.2,10.75,10.9,166625,2022-10-13,10:46:00
2022-10-13 10:47:00,10.8,11.05,10.75,10.95,145175,2022-10-13,10:47:00
2022-10-13 10:48:00,11.0,11.25,10.9,11.0,135275,2022-10-13,10:48:00
2022-10-13 10:49:00,10.85,11.05,10.1,10.1,228700,2022-10-13,10:49:00
2022-10-13 10:50:00,10.05,10.05,9.4,9.55,208500,2022-10-13,10:50:00
2022-10-13 10:51:00,9.6,9.6,8.25,8.4,386700,2022-10-13,10:51:00
2022-10-13 10:52:00,8.4,9.0,8.15,8.65,310675,2022-10-13,10:52:00
2022-10-13 10:53:00,8.65,9.0,8.5,8.9,188675,2022-10-13,10:53:00
2022-10-13 10:54:00,8.9,9.2,8.85,9.2,199625,2022-10-13,10:54:00
2022-10-13 10:55:00,9.2,9.7,9.1,9.55,178750,2022-10-13,10:55:00
2022-10-13 10:56:00,9.5,9.9,9.45,9.65,136550,2022-10-13,10:56:00
2022-10-13 10:57:00,9.7,10.15,9.55,9.55,163250,2022-10-13,10:57:00
2022-10-13 10:58:00,9.65,10.45,9.65,10.25,158325,2022-10-13,10:58:00
2022-10-13 10:59:00,10.3,10.45,9.85,9.9,162400,2022-10-13,10:59:00
2022-10-13 11:00:00,9.9,9.9,9.4,9.8,189725,2022-10-13,11:00:00
2022-10-13 11:01:00,9.8,10.1,9.3,9.8,150625,2022-10-13,11:01:00
2022-10-13 11:02:00,9.8,10.65,9.8,10.35,323150,2022-10-13,11:02:00
2022-10-13 11:03:00,10.3,10.35,9.9,9.95,152175,2022-10-13,11:03:00
2022-10-13 11:04:00,10.0,10.0,9.7,9.9,141550,2022-10-13,11:04:00
2022-10-13 11:05:00,9.85,9.85,9.35,9.45,192375,2022-10-13,11:05:00
2022-10-13 11:06:00,9.55,9.7,9.35,9.7,100350,2022-10-13,11:06:00
2022-10-13 11:07:00,9.7,9.9,9.05,9.8,153200,2022-10-13,11:07:00
2022-10-13 11:08:00,9.7,9.85,9.5,9.5,123825,2022-10-13,11:08:00
2022-10-13 11:09:00,9.55,9.75,9.25,9.25,114175,2022-10-13,11:09:00
2022-10-13 11:10:00,9.3,9.3,8.9,9.25,177925,2022-10-13,11:10:00
2022-10-13 11:11:00,9.25,9.4,8.9,9.1,133125,2022-10-13,11:11:00
2022-10-13 11:12:00,9.2,9.3,8.85,8.9,143900,2022-10-13,11:12:00
2022-10-13 11:13:00,8.85,9.0,8.1,8.2,328625,2022-10-13,11:13:00
2022-10-13 11:14:00,8.2,8.25,7.75,7.8,467575,2022-10-13,11:14:00
2022-10-13 11:15:00,7.8,8.25,7.7,8.15,625975,2022-10-13,11:15:00
2022-10-13 11:16:00,8.2,8.2,7.75,7.75,383050,2022-10-13,11:16:00
2022-10-13 11:17:00,7.75,8.1,7.75,8.1,297250,2022-10-13,11:17:00
2022-10-13 11:18:00,8.05,8.1,7.9,7.95,223875,2022-10-13,11:18:00
2022-10-13 11:19:00,7.9,7.9,7.5,7.7,331800,2022-10-13,11:19:00
2022-10-13 11:20:00,7.7,7.8,7.55,7.7,314650,2022-10-13,11:20:00
2022-10-13 11:21:00,7.75,7.75,6.85,7.15,493425,2022-10-13,11:21:00
2022-10-13 11:22:00,7.15,7.5,7.15,7.5,357600,2022-10-13,11:22:00
2022-10-13 11:23:00,7.5,7.6,7.35,7.45,214250,2022-10-13,11:23:00
2022-10-13 11:24:00,7.5,7.5,7.3,7.4,188350,2022-10-13,11:24:00
2022-10-13 11:25:00,7.35,7.7,7.35,7.7,215725,2022-10-13,11:25:00
2022-10-13 11:26:00,7.75,8.2,7.65,7.95,204700,2022-10-13,11:26:00
2022-10-13 11:27:00,7.95,8.15,7.8,7.9,229400,2022-10-13,11:27:00
2022-10-13 11:28:00,7.85,7.9,7.55,7.8,124975,2022-10-13,11:28:00
2022-10-13 11:29:00,7.8,7.9,7.5,7.75,177300,2022-10-13,11:29:00
2022-10-13 11:30:00,7.75,7.9,7.3,7.5,202850,2022-10-13,11:30:00
2022-10-13 11:31:00,7.55,7.65,7.4,7.45,180100,2022-10-13,11:31:00
2022-10-13 11:32:00,7.45,7.65,7.4,7.55,149025,2022-10-13,11:32:00
2022-10-13 11:33:00,7.6,8.0,7.6,7.75,171450,2022-10-13,11:33:00
2022-10-13 11:34:00,7.75,8.0,7.55,7.9,113825,2022-10-13,11:34:00
2022-10-13 11:35:00,7.9,7.95,7.65,7.85,117600,2022-10-13,11:35:00
2022-10-13 11:36:00,7.8,7.95,7.65,7.65,155525,2022-10-13,11:36:00
2022-10-13 11:37:00,7.7,7.7,7.55,7.65,115525,2022-10-13,11:37:00
2022-10-13 11:38:00,7.7,7.7,7.4,7.5,155350,2022-10-13,11:38:00
2022-10-13 11:39:00,7.5,7.65,7.4,7.45,180050,2022-10-13,11:39:00
2022-10-13 11:40:00,7.45,7.45,7.0,7.05,185350,2022-10-13,11:40:00
2022-10-13 11:41:00,7.0,7.1,6.55,6.65,211225,2022-10-13,11:41:00
2022-10-13 11:42:00,6.65,6.75,5.8,5.85,239200,2022-10-13,11:42:00
2022-10-13 11:43:00,5.9,5.95,5.2,5.3,356550,2022-10-13,11:43:00
2022-10-13 11:44:00,5.2,5.3,5.1,5.15,422725,2022-10-13,11:44:00
2022-10-13 11:45:00,5.15,5.55,5.15,5.45,378300,2022-10-13,11:45:00
2022-10-13 11:46:00,5.45,5.7,5.4,5.55,318700,2022-10-13,11:46:00
2022-10-13 11:47:00,5.55,5.8,5.45,5.75,316800,2022-10-13,11:47:00
2022-10-13 11:48:00,5.8,5.8,5.6,5.65,214400,2022-10-13,11:48:00
2022-10-13 11:49:00,5.7,5.75,5.65,5.65,230100,2022-10-13,11:49:00
2022-10-13 11:50:00,5.7,5.95,5.65,5.9,238225,2022-10-13,11:50:00
2022-10-13 11:51:00,5.95,6.15,5.95,6.05,183250,2022-10-13,11:51:00
2022-10-13 11:52:00,6.1,6.1,5.8,5.85,247325,2022-10-13,11:52:00
2022-10-13 11:53:00,5.85,5.9,5.3,5.45,335475,2022-10-13,11:53:00
2022-10-13 11:54:00,5.5,5.9,5.5,5.85,260725,2022-10-13,11:54:00
2022-10-13 11:55:00,5.85,5.85,5.5,5.5,289075,2022-10-13,11:55:00
2022-10-13 11:56:00,5.55,5.95,5.55,5.95,249750,2022-10-13,11:56:00
2022-10-13 11:57:00,5.9,6.15,5.9,6.1,272075,2022-10-13,11:57:00
2022-10-13 11:58:00,6.15,6.5,6.1,6.1,308725,2022-10-13,11:58:00
2022-10-13 11:59:00,6.1,6.2,5.95,6.0,308200,2022-10-13,11:59:00
2022-10-13 12:00:00,6.05,6.3,5.95,6.3,257750,2022-10-13,12:00:00
2022-10-13 12:01:00,6.3,6.45,6.25,6.4,227900,2022-10-13,12:01:00
2022-10-13 12:02:00,6.35,6.45,6.25,6.45,196300,2022-10-13,12:02:00
