Date,Time,Open,High,Low,Close,BuyPrice,SellPrice,Future Strike
2022-10-27,09:20:00,17764.45,17882.3,17764.45,17866.4,17764.0,17764.5,17900.0
2022-10-27,09:25:00,17769.05,17873.8,17762.45,17867.0,17769.45,17769.85,17900.0
2022-10-27,09:35:00,17767.6,17871.25,17766.0,17868.9,17767.8,17769.0,17900.0
2022-10-27,09:40:00,17773.0,17873.2,17771.0,17870.95,17773.0,17774.9,17900.0
2022-10-27,10:10:00,17732.7,17835.05,17727.4,17834.25,17732.45,17732.6,17800.0
2022-10-27,10:15:00,17732.6,17843.1,17725.0,17833.95,17732.0,17732.35,17800.0
2022-10-27,10:20:00,17737.0,17844.3,17733.65,17843.55,17733.65,17736.55,17800.0
2022-10-27,10:25:00,17745.15,17848.4,17739.1,17840.0,17745.0,17745.9,17800.0
2022-10-27,10:45:00,17728.0,17831.5,17720.95,17825.0,17728.0,17728.25,17800.0
2022-10-27,10:50:00,17726.0,17827.2,17721.6,17827.2,17725.95,17726.95,17800.0
2022-10-27,11:15:00,17787.0,17846.0,17728.25,17830.0,17786.0,17787.25,17800.0
2022-10-27,11:25:00,17724.0,17829.8,17722.0,17825.0,17722.9,17724.0,17800.0
2022-10-27,11:30:00,17727.4,17829.0,17717.0,17827.0,17725.75,17726.2,17800.0
2022-10-27,11:35:00,17727.05,17827.0,17717.6,17816.3,17726.65,17727.5,17800.0
2022-10-27,11:45:00,17814.0,17821.1,17716.15,17819.05,17814.4,17818.7,17800.0
2022-10-27,11:55:00,17712.95,17824.45,17711.05,17822.7,17711.3,17712.75,17800.0
2022-10-27,12:00:00,17727.0,17829.0,17721.15,17818.0,17726.25,17727.35,17800.0
2022-10-27,12:10:00,17810.55,17813.15,17707.75,17813.15,17810.55,17811.45,17800.0
2022-10-27,12:15:00,17714.1,17813.85,17707.05,17808.0,17713.65,17714.3,17800.0
2022-10-27,12:30:00,17697.85,17804.05,17693.35,17800.7,17696.65,17697.95,17800.0
2022-10-27,12:35:00,17703.6,17809.7,17701.0,17803.55,17702.95,17703.75,17800.0
2022-10-27,12:40:00,17705.25,17808.0,17690.0,17793.0,17704.85,17705.3,17800.0
2022-10-27,12:55:00,17790.75,17800.0,17689.15,17792.3,17790.0,17790.7,17800.0
2022-10-27,13:00:00,17694.55,17802.75,17694.55,17799.25,17694.1,17694.55,17800.0
2022-10-27,13:05:00,17697.0,17803.65,17690.05,17793.7,17697.0,17697.2,17800.0
2022-10-27,13:10:00,17692.85,17796.3,17685.05,17796.3,17691.55,17692.7,17800.0
2022-10-27,13:15:00,17695.1,17807.0,17692.9,17803.0,17694.7,17696.0,17800.0
2022-10-27,13:20:00,17699.95,17815.0,17697.05,17815.0,17699.0,17699.7,17800.0
2022-10-27,13:25:00,17714.8,17818.5,17703.2,17812.35,17713.1,17714.8,17800.0
2022-10-27,13:30:00,17710.05,17816.0,17703.2,17810.75,17710.05,17711.3,17800.0
2022-10-27,13:40:00,17697.9,17808.55,17694.4,17808.35,17697.0,17697.4,17800.0
2022-10-27,13:45:00,17706.85,17817.75,17705.6,17816.75,17705.65,17706.95,17800.0
2022-10-27,13:55:00,17690.85,17807.25,17685.8,17807.0,17690.8,17691.55,17800.0
2022-10-27,14:05:00,17707.95,17825.5,17703.1,17819.1,17708.0,17709.5,17800.0
2022-10-27,14:10:00,17716.6,17822.2,17702.4,17816.0,17715.5,17716.6,17800.0
2022-10-27,14:15:00,17709.95,17818.7,17694.7,17806.0,17708.6,17709.95,17800.0
2022-10-27,14:45:00,17660.0,17788.2,17659.1,17785.2,17660.0,17661.5,17800.0
2022-10-27,14:50:00,17674.4,17793.7,17666.25,17785.0,17674.1,17675.0,17800.0
2022-10-27,14:55:00,17671.2,17791.45,17663.5,17785.7,17670.1,17670.25,17800.0
2022-10-27,15:00:00,17667.0,17834.25,17667.0,17828.0,17665.2,17665.95,17800.0
2022-10-27,15:05:00,17714.8,17839.95,17704.6,17838.9,17714.75,17714.8,17800.0
2022-10-27,15:10:00,17724.15,17853.9,17722.0,17846.65,17722.75,17724.15,17800.0
2022-10-27,15:15:00,17728.45,17863.1,17728.25,17862.6,17728.45,17730.0,17900.0
2022-10-27,15:20:00,17733.15,17870.0,17731.3,17867.7,17733.1,17734.0,17900.0
2022-10-27,15:25:00,17735.05,17872.0,17735.05,17862.0,17735.25,17736.0,17900.0
2022-10-27,15:30:00,17735.9,17862.0,17735.9,17862.0,17735.9,17736.0,17900.0
