Date,Time,Open,High,Low,Close,BuyPrice,SellPrice,Future Strike
2022-10-13,09:20:00,17066.3,17167.6,17050.0,17167.6,17063.95,17065.15,17200.0
2022-10-13,09:30:00,17061.0,17170.0,17042.6,17166.8,17061.7,17063.0,17200.0
2022-10-13,10:15:00,16996.0,17115.5,16987.9,17112.5,16996.0,16996.25,17100.0
2022-10-13,10:35:00,16975.55,17101.0,16968.05,17101.0,16972.75,16975.65,17100.0
2022-10-13,10:40:00,16990.35,17109.5,16982.3,17108.4,16990.3,16990.4,17100.0
2022-10-13,10:45:00,17001.7,17113.4,16995.15,17110.0,17001.5,17002.0,17100.0
2022-10-13,11:05:00,17007.9,17116.2,16998.0,17116.0,17007.0,17008.05,17100.0
2022-10-13,11:10:00,17052.0,17121.0,16984.1,17092.85,17047.7,17050.85,17100.0
2022-10-13,11:15:00,17030.0,17095.75,16973.25,17085.0,17030.0,17030.85,17100.0
2022-10-13,11:30:00,16975.55,17082.05,16959.7,17075.8,16974.0,16974.45,17100.0
2022-10-13,11:35:00,16967.4,17090.0,16965.0,17087.7,16966.35,16967.4,17100.0
2022-10-13,12:00:00,16936.3,17054.1,16927.0,17053.9,16935.45,16938.0,17100.0
2022-10-13,12:15:00,16959.8,17081.5,16958.0,17078.0,16959.0,16959.7,17100.0
2022-10-13,12:20:00,16969.9,17089.0,16966.1,17081.45,16967.2,16969.55,17100.0
2022-10-13,12:25:00,16980.0,17081.45,16962.3,17070.0,16979.15,16981.35,17100.0
2022-10-13,12:35:00,16941.75,17074.85,16928.15,17074.2,16940.0,16941.8,17100.0
2022-10-13,12:40:00,16965.15,17080.0,16953.1,17080.0,16965.0,16966.0,17100.0
2022-10-13,12:45:00,16979.0,17093.0,16970.6,17082.35,16978.1,16979.95,17100.0
2022-10-13,12:50:00,16977.85,17090.0,16966.25,17083.0,16977.95,16980.7,17100.0
2022-10-13,12:55:00,16978.8,17106.65,16976.1,17098.15,16976.65,16978.75,17100.0
2022-10-13,13:00:00,16997.0,17101.35,16982.0,17089.5,16997.2,16997.9,17100.0
2022-10-13,13:10:00,16978.35,17100.0,16972.0,17099.8,16976.65,16979.5,17100.0
2022-10-13,13:35:00,16957.95,17073.2,16950.95,17056.0,16957.25,16958.0,17100.0
2022-10-13,13:45:00,16959.4,17071.9,16955.0,17060.05,16956.4,16959.4,17100.0
2022-10-13,13:50:00,16960.45,17070.0,16944.7,17060.0,16960.45,16961.9,17100.0
2022-10-13,13:55:00,16958.0,17079.0,16950.3,17079.0,16956.2,16958.2,17100.0
2022-10-13,14:00:00,16970.9,17090.0,16966.6,17080.5,16972.35,16974.85,17100.0
2022-10-13,14:05:00,16979.1,17095.75,16979.1,17091.0,16978.55,16981.1,17100.0
2022-10-13,14:15:00,16994.0,17107.7,16987.0,17094.55,16993.15,16994.85,17100.0
2022-10-13,14:20:00,16989.0,17117.2,16989.0,17117.2,16989.5,16991.45,17100.0
2022-10-13,14:25:00,17017.0,17135.0,17017.0,17130.0,17017.0,17017.8,17100.0
2022-10-13,14:35:00,17035.0,17137.2,17025.1,17135.0,17033.75,17035.0,17100.0
2022-10-13,14:40:00,17035.6,17154.1,17031.9,17154.1,17033.9,17035.9,17200.0
2022-10-13,14:55:00,17031.9,17134.55,17011.1,17118.0,17032.6,17032.7,17100.0
2022-10-13,15:05:00,17096.35,17112.95,16979.1,17111.3,17095.8,17101.3,17100.0
2022-10-13,15:10:00,17011.2,17118.1,16999.0,17118.1,17011.75,17013.45,17100.0
2022-10-13,15:15:00,17014.4,17128.45,17011.8,17120.0,17013.45,17014.8,17100.0
2022-10-13,15:20:00,17018.45,17128.4,17015.6,17128.4,17018.6,17020.0,17100.0
