Date,Time,Open,High,Low,Close,BuyPrice,SellPrice,Future Strike
2022-06-10,09:30:00,17405.1,17511.0,17380.05,17485.05,17404.2,17405.35,17500.0
2022-06-10,09:35:00,17378.0,17480.55,17356.6,17478.0,17378.0,17378.4,17500.0
2022-06-10,09:45:00,17360.0,17485.25,17345.7,17485.0,17359.35,17360.05,17500.0
2022-06-10,09:55:00,17438.3,17503.5,17390.25,17502.0,17438.0,17438.9,17500.0
2022-06-10,10:00:00,17400.7,17517.0,17400.7,17517.0,17400.05,17401.0,17500.0
2022-06-10,10:05:00,17417.35,17519.85,17408.45,17515.0,17417.5,17418.9,17500.0
2022-06-10,10:10:00,17515.0,17519.8,17401.85,17505.9,17515.0,17518.1,17500.0
2022-06-10,10:15:00,17505.9,17515.55,17403.8,17507.4,17501.45,17504.9,17500.0
2022-06-10,10:25:00,17414.3,17517.35,17406.0,17511.35,17414.7,17415.0,17500.0
2022-06-10,10:30:00,17415.45,17522.0,17408.1,17508.0,17414.45,17415.85,17500.0
2022-06-10,10:40:00,17400.0,17500.45,17398.0,17500.45,17398.9,17400.0,17500.0
2022-06-10,10:55:00,17396.6,17505.05,17395.0,17502.1,17397.2,17398.5,17500.0
2022-06-10,11:00:00,17403.6,17517.25,17403.2,17514.5,17403.25,17403.95,17500.0
2022-06-10,11:05:00,17412.2,17517.55,17406.65,17514.2,17412.25,17413.0,17500.0
2022-06-10,11:55:00,17365.6,17474.4,17352.5,17468.0,17365.65,17366.0,17500.0
2022-06-10,12:00:00,17360.0,17468.0,17356.1,17468.0,17359.7,17360.0,17500.0
2022-06-10,12:05:00,17372.1,17485.0,17365.8,17469.3,17371.0,17372.25,17500.0
2022-06-10,12:10:00,17366.35,17487.7,17361.55,17484.35,17366.2,17366.45,17500.0
2022-06-10,12:20:00,17389.0,17490.0,17379.25,17486.0,17388.55,17390.0,17500.0
2022-06-10,12:30:00,17362.3,17470.2,17352.0,17468.0,17361.5,17363.0,17500.0
2022-06-10,12:35:00,17468.0,17480.0,17357.65,17480.0,17464.8,17469.15,17500.0
2022-06-10,12:40:00,17379.9,17489.1,17377.25,17485.0,17378.3,17380.0,17500.0
2022-06-10,12:55:00,17386.4,17505.0,17385.2,17505.0,17386.4,17386.8,17500.0
2022-06-10,13:00:00,17407.3,17505.0,17392.95,17501.2,17405.15,17407.35,17500.0
2022-06-10,13:05:00,17401.75,17501.2,17385.7,17490.0,17400.15,17401.35,17500.0
2022-06-10,13:10:00,17388.0,17499.0,17387.0,17495.0,17388.0,17388.95,17500.0
2022-06-10,13:20:00,17385.0,17500.0,17382.75,17500.0,17383.65,17384.8,17500.0
2022-06-10,13:35:00,17401.05,17510.0,17396.15,17497.9,17400.3,17401.5,17500.0
2022-06-10,13:40:00,17395.2,17500.7,17382.6,17490.45,17395.1,17396.7,17500.0
2022-06-10,13:45:00,17388.35,17493.2,17383.15,17485.05,17388.45,17390.0,17500.0
2022-06-10,14:40:00,17331.0,17441.95,17320.0,17439.25,17331.6,17332.0,17400.0
2022-06-10,14:50:00,17335.1,17446.1,17330.1,17446.0,17335.1,17336.0,17400.0
2022-06-10,14:55:00,17340.4,17458.75,17334.0,17453.2,17340.45,17341.0,17500.0
2022-06-10,15:00:00,17346.1,17454.15,17335.1,17445.75,17344.05,17346.05,17400.0
2022-06-10,15:10:00,17322.7,17435.0,17318.8,17433.75,17322.75,17325.0,17400.0
2022-06-10,15:15:00,17331.55,17438.85,17326.1,17434.0,17330.45,17331.65,17400.0
