Date,Time,Open,High,Low,Close,BuyPrice,SellPrice,Future Strike
2022-10-13,09:25:00,39400.0,39417.0,39070.25,39380.0,39411.6,39415.0,39400.0
2022-10-13,09:30:00,39102.7,39450.0,39057.9,39427.25,39104.55,39109.0,39400.0
2022-10-13,09:35:00,39129.95,39427.25,39060.8,39395.25,39129.5,39133.95,39400.0
2022-10-13,09:40:00,39070.0,39399.6,39050.0,39399.6,39071.0,39071.05,39400.0
2022-10-13,09:45:00,39094.25,39412.6,39074.95,39412.6,39093.95,39100.0,39400.0
2022-10-13,10:40:00,38785.6,39129.4,38775.95,39129.4,38783.25,38785.95,39100.0
2022-10-13,10:50:00,39120.0,39120.0,38755.0,39078.35,39100.0,39108.3,39100.0
2022-10-13,11:05:00,39103.65,39103.75,38763.0,39090.0,39103.45,39110.9,39100.0
2022-10-13,11:15:00,38850.05,39003.1,38646.65,38960.0,38846.05,38851.85,39000.0
2022-10-13,11:20:00,38820.0,38978.35,38614.85,38960.0,38811.6,38820.0,39000.0
2022-10-13,11:25:00,38660.25,39007.75,38650.0,38978.7,38656.8,38663.3,39000.0
2022-10-13,11:40:00,39026.0,39026.0,38581.0,38925.0,39023.25,39033.85,38900.0
2022-10-13,12:00:00,38551.7,38880.0,38520.55,38880.0,38551.3,38555.0,38900.0
2022-10-13,12:05:00,38580.0,38920.0,38570.0,38909.1,38575.3,38580.95,38900.0
2022-10-13,12:10:00,38596.75,38936.45,38581.5,38936.45,38596.8,38600.55,38900.0
2022-10-13,12:15:00,38794.2,38976.9,38627.6,38970.0,38790.05,38794.2,39000.0
2022-10-13,12:20:00,38970.0,39009.85,38653.3,38994.45,38957.0,38968.75,39000.0
2022-10-13,12:35:00,38736.9,39028.0,38568.6,39028.0,38731.95,38739.65,39000.0
2022-10-13,12:50:00,38880.0,39040.15,38675.0,38986.0,38880.0,38886.45,39000.0
2022-10-13,12:55:00,38868.0,39075.0,38712.75,39071.0,38860.1,38869.2,39100.0
2022-10-13,13:00:00,38766.75,39071.0,38724.05,39041.1,38765.6,38768.7,39000.0
2022-10-13,13:10:00,38711.85,39060.0,38690.0,39060.0,38710.0,38713.55,39100.0
2022-10-13,13:30:00,38715.7,39025.0,38626.45,38938.0,38712.2,38719.6,38900.0
2022-10-13,13:35:00,38790.85,38982.2,38605.45,38947.7,38786.35,38797.65,38900.0
2022-10-13,13:45:00,38653.0,38968.85,38622.6,38945.7,38653.2,38657.1,38900.0
2022-10-13,13:50:00,38638.9,38947.15,38597.95,38947.15,38638.7,38641.75,38900.0
2022-10-13,13:55:00,38655.85,39012.0,38645.05,39012.0,38655.0,38658.8,39000.0
2022-10-13,14:15:00,39050.95,39083.75,38736.0,39037.1,39056.2,39070.8,39000.0
2022-10-13,14:20:00,38745.8,39114.4,38745.15,39114.4,38748.05,38751.3,39100.0
2022-10-13,14:25:00,38825.15,39182.4,38825.15,39029.7,38825.2,38826.0,39000.0
2022-10-13,14:30:00,38899.0,39201.0,38871.9,39200.0,38896.3,38898.6,39200.0
2022-10-13,14:35:00,38908.55,39214.45,38864.65,39212.6,38908.5,38909.0,39200.0
2022-10-13,14:45:00,39262.2,39280.0,38913.95,39214.0,39259.3,39266.5,39200.0
2022-10-13,14:50:00,38919.4,39215.0,38872.35,39180.0,38915.7,38921.2,39200.0
2022-10-13,15:15:00,39034.75,39075.0,38713.05,39040.0,39020.45,39031.45,39000.0
