Date,Time,Open,High,Low,Close,BuyPrice,SellPrice,Future Strike
2022-10-27,09:25:00,41381.7,41716.8,41357.15,41716.8,41379.2,41385.0,41700.0
2022-10-27,09:30:00,41403.1,41739.05,41400.55,41718.95,41403.1,41408.95,41700.0
2022-10-27,09:40:00,41770.2,41780.0,41440.0,41780.0,41762.7,41772.5,41800.0
2022-10-27,09:45:00,41483.0,41799.5,41406.15,41725.0,41479.7,41483.0,41700.0
2022-10-27,10:10:00,41655.15,41683.3,41338.05,41674.0,41655.0,41662.1,41700.0
2022-10-27,10:15:00,41360.0,41717.35,41336.0,41681.0,41366.1,41368.05,41700.0
2022-10-27,10:20:00,41377.35,41716.05,41375.1,41715.0,41375.8,41380.0,41700.0
2022-10-27,10:25:00,41408.0,41722.1,41383.85,41700.0,41406.45,41408.0,41700.0
2022-10-27,10:50:00,41638.1,41651.0,41303.45,41645.85,41625.35,41636.35,41600.0
2022-10-27,11:00:00,41331.55,41666.95,41320.05,41642.0,41326.0,41332.0,41600.0
2022-10-27,11:05:00,41321.0,41642.0,41306.0,41635.0,41320.05,41322.35,41600.0
2022-10-27,11:15:00,41668.0,41680.45,41311.0,41643.95,41662.4,41674.95,41600.0
2022-10-27,11:25:00,41302.25,41645.4,41302.0,41639.85,41303.05,41309.8,41600.0
2022-10-27,11:30:00,41320.0,41645.0,41267.05,41623.6,41316.3,41319.9,41600.0
2022-10-27,11:35:00,41310.8,41640.0,41290.0,41610.0,41310.6,41315.0,41600.0
2022-10-27,11:40:00,41300.0,41611.0,41277.45,41611.0,41296.0,41299.95,41600.0
2022-10-27,11:45:00,41298.95,41626.2,41288.5,41626.2,41291.9,41298.65,41600.0
2022-10-27,11:55:00,41294.0,41643.7,41294.0,41643.7,41291.0,41294.0,41600.0
2022-10-27,12:05:00,41314.5,41644.2,41281.65,41624.0,41313.0,41314.5,41600.0
2022-10-27,12:15:00,41460.0,41623.35,41251.3,41585.0,41461.65,41464.65,41600.0
2022-10-27,12:20:00,41251.3,41585.0,41215.0,41560.0,41251.3,41253.85,41600.0
2022-10-27,12:30:00,41561.55,41600.0,41241.45,41590.35,41564.3,41572.15,41600.0
2022-10-27,12:35:00,41260.0,41600.0,41246.15,41600.0,41263.65,41268.0,41600.0
2022-10-27,12:40:00,41263.35,41600.0,41242.75,41579.55,41263.35,41268.3,41600.0
2022-10-27,12:45:00,41245.0,41587.8,41222.0,41567.95,41241.0,41241.6,41600.0
2022-10-27,12:50:00,41246.15,41617.45,41246.15,41600.0,41243.3,41246.35,41600.0
2022-10-27,13:05:00,41642.55,41645.4,41267.9,41600.35,41632.15,41641.85,41600.0
2022-10-27,13:10:00,41277.0,41605.0,41256.6,41601.0,41274.85,41279.85,41600.0
2022-10-27,13:20:00,41295.05,41670.0,41295.0,41670.0,41292.5,41295.05,41700.0
2022-10-27,13:30:00,41662.4,41667.65,41321.0,41652.5,41655.2,41666.15,41700.0
2022-10-27,13:35:00,41340.0,41688.35,41313.45,41639.65,41338.6,41340.0,41600.0
2022-10-27,13:40:00,41315.05,41639.65,41292.05,41624.7,41315.1,41317.9,41600.0
2022-10-27,13:45:00,41318.4,41650.0,41310.0,41638.2,41313.05,41318.8,41600.0
2022-10-27,13:55:00,41274.7,41620.0,41262.0,41617.0,41271.25,41274.7,41600.0
2022-10-27,14:00:00,41295.35,41627.95,41294.9,41627.95,41295.4,41297.5,41600.0
2022-10-27,14:05:00,41305.95,41665.85,41300.0,41650.0,41303.3,41306.15,41600.0
2022-10-27,14:10:00,41333.5,41650.0,41308.35,41633.75,41327.6,41333.6,41600.0
2022-10-27,14:20:00,41307.85,41625.0,41254.0,41583.8,41302.1,41308.0,41600.0
2022-10-27,14:30:00,41584.75,41590.0,41188.65,41570.0,41584.25,41590.15,41600.0
2022-10-27,14:40:00,41187.0,41571.65,41175.0,41547.05,41186.15,41190.65,41500.0
2022-10-27,14:50:00,41594.0,41614.65,41211.05,41593.45,41592.4,41597.85,41600.0
2022-10-27,15:10:00,41625.0,41640.0,41263.5,41632.2,41619.65,41626.1,41600.0
2022-10-27,15:15:00,41274.75,41660.7,41274.15,41660.0,41274.9,41281.25,41700.0
2022-10-27,15:20:00,41295.55,41685.6,41291.0,41678.5,41295.3,41299.0,41700.0
