Date,Time,Open,High,Low,Close,BuyPrice,SellPrice,Future Strike
2022-10-20,09:25:00,40114.45,40472.55,40110.0,40430.0,40115.55,40117.6,40400.0
2022-10-20,09:45:00,40320.6,40337.95,39951.0,40337.95,40323.4,40330.95,40300.0
2022-10-20,09:50:00,40015.65,40394.55,39987.35,40394.55,40015.65,40020.0,40400.0
2022-10-20,09:55:00,40075.0,40400.0,40048.65,40380.75,40075.0,40075.15,40400.0
2022-10-20,10:00:00,40055.0,40386.8,40020.0,40380.75,40054.35,40060.0,40400.0
2022-10-20,10:05:00,40054.0,40390.3,40025.15,40376.35,40051.05,40057.2,40400.0
2022-10-20,10:10:00,40058.0,40419.25,40010.45,40409.45,40052.95,40058.2,40400.0
2022-10-20,10:15:00,40089.25,40435.0,40077.3,40433.3,40089.0,40095.5,40400.0
2022-10-20,10:20:00,40115.0,40449.05,40071.0,40400.0,40111.35,40116.0,40400.0
2022-10-20,10:40:00,40015.0,40408.65,40009.6,40396.8,40012.75,40017.1,40400.0
2022-10-20,10:45:00,40396.8,40419.9,40038.0,40414.95,40385.1,40399.0,40400.0
2022-10-20,11:05:00,40347.9,40355.25,39976.0,40316.85,40347.85,40357.7,40300.0
2022-10-20,11:10:00,40000.0,40339.25,39903.25,40286.75,39994.15,39999.95,40300.0
2022-10-20,11:15:00,39956.3,40300.0,39925.1,40284.45,39955.2,39956.0,40300.0
2022-10-20,11:20:00,39960.0,40324.95,39921.95,40324.95,39957.0,39958.85,40300.0
2022-10-20,11:25:00,39987.9,40325.0,39926.05,40304.55,39988.0,39989.85,40300.0
2022-10-20,11:45:00,39985.0,40320.25,39941.35,40280.0,39980.1,39984.8,40300.0
2022-10-20,11:50:00,39947.9,40309.1,39935.0,40309.1,39944.95,39947.2,40300.0
2022-10-20,11:55:00,40309.1,40360.0,39956.5,40345.4,40299.3,40310.15,40300.0
2022-10-20,12:05:00,40305.95,40305.95,39916.0,40272.05,40298.6,40309.7,40300.0
2022-10-20,12:10:00,39939.25,40293.9,39927.3,40280.0,39936.75,39940.85,40300.0
2022-10-20,12:20:00,40304.9,40364.05,39975.15,40363.75,40307.1,40314.4,40400.0
2022-10-20,12:30:00,40030.0,40390.0,40000.4,40335.9,40030.3,40035.4,40300.0
2022-10-20,13:00:00,40350.8,40356.05,40001.15,40341.0,40341.05,40357.75,40300.0
2022-10-20,13:05:00,40341.0,40354.95,39990.0,40337.25,40372.9,40386.75,40300.0
2022-10-20,13:10:00,40334.8,40342.15,39985.0,40342.15,40330.1,40337.8,40300.0
2022-10-20,13:15:00,40010.5,40345.0,39972.35,40320.2,40011.1,40017.0,40300.0
2022-10-20,13:20:00,39975.0,40340.0,39965.8,40339.5,39974.4,39975.85,40300.0
2022-10-20,13:25:00,40339.5,40360.4,39996.3,40358.25,40342.3,40348.05,40400.0
2022-10-20,13:30:00,40022.1,40361.5,40000.0,40361.5,40018.6,40023.15,40400.0
2022-10-20,13:45:00,40318.0,40346.1,39981.65,40320.25,40313.55,40323.45,40300.0
2022-10-20,13:55:00,40323.95,40334.55,39960.25,40334.55,40319.75,40323.4,40300.0
2022-10-20,14:05:00,40000.0,40359.85,39990.25,40358.4,39996.5,40002.7,40400.0
2022-10-20,14:30:00,40377.9,40440.0,40051.65,40440.0,40384.45,40396.15,40400.0
2022-10-20,14:35:00,40103.45,40500.0,40101.0,40334.0,40100.0,40104.1,40300.0
2022-10-20,14:40:00,40500.0,40518.95,40140.5,40482.35,40496.65,40500.0,40500.0
2022-10-20,14:50:00,40476.2,40494.55,40120.55,40462.55,40472.45,40482.6,40500.0
2022-10-20,14:55:00,40120.95,40495.0,40118.95,40485.05,40119.0,40120.95,40500.0
2022-10-20,15:00:00,40154.45,40514.95,40113.0,40513.75,40148.5,40154.45,40500.0
2022-10-20,15:15:00,40534.55,40588.4,40204.0,40565.0,40537.4,40540.0,40600.0
