DateTime,open,high,low,close,Volume,Date,Time
2022-10-13 10:42:00,5.0,5.0,4.8,4.9,417850,2022-10-13,10:42:00
2022-10-13 10:43:00,4.9,4.9,4.75,4.8,327800,2022-10-13,10:43:00
2022-10-13 10:44:00,4.8,5.25,4.75,5.15,700850,2022-10-13,10:44:00
2022-10-13 10:45:00,5.15,5.45,4.95,5.45,643350,2022-10-13,10:45:00
2022-10-13 10:46:00,5.45,5.45,5.05,5.25,505200,2022-10-13,10:46:00
2022-10-13 10:47:00,5.3,5.55,5.2,5.35,624200,2022-10-13,10:47:00
2022-10-13 10:48:00,5.4,5.55,5.3,5.35,535850,2022-10-13,10:48:00
2022-10-13 10:49:00,5.3,5.45,5.0,5.0,633300,2022-10-13,10:49:00
2022-10-13 10:50:00,5.05,5.05,4.65,4.65,617650,2022-10-13,10:50:00
2022-10-13 10:51:00,4.65,4.65,4.4,4.45,635850,2022-10-13,10:51:00
2022-10-13 10:52:00,4.4,4.6,4.35,4.5,385900,2022-10-13,10:52:00
2022-10-13 10:53:00,4.55,4.65,4.45,4.55,414100,2022-10-13,10:53:00
2022-10-13 10:54:00,4.6,4.8,4.6,4.8,414400,2022-10-13,10:54:00
2022-10-13 10:55:00,4.8,4.9,4.65,4.9,439150,2022-10-13,10:55:00
2022-10-13 10:56:00,4.9,5.1,4.85,5.1,409100,2022-10-13,10:56:00
2022-10-13 10:57:00,5.05,5.25,5.05,5.25,452050,2022-10-13,10:57:00
2022-10-13 10:58:00,5.25,5.5,5.25,5.35,805500,2022-10-13,10:58:00
2022-10-13 10:59:00,5.4,5.55,5.15,5.25,806100,2022-10-13,10:59:00
2022-10-13 11:00:00,5.2,5.35,4.8,4.9,733150,2022-10-13,11:00:00
2022-10-13 11:01:00,5.0,5.3,4.8,5.2,528100,2022-10-13,11:01:00
2022-10-13 11:02:00,5.2,5.35,4.85,5.0,533900,2022-10-13,11:02:00
2022-10-13 11:03:00,5.0,5.1,4.85,5.05,427950,2022-10-13,11:03:00
2022-10-13 11:04:00,5.05,5.15,4.9,5.05,293050,2022-10-13,11:04:00
2022-10-13 11:05:00,5.0,5.1,4.55,4.6,728600,2022-10-13,11:05:00
2022-10-13 11:06:00,4.65,4.8,4.6,4.75,448800,2022-10-13,11:06:00
2022-10-13 11:07:00,4.8,4.95,4.6,4.85,394100,2022-10-13,11:07:00
2022-10-13 11:08:00,4.9,5.05,4.7,4.75,522700,2022-10-13,11:08:00
